primary_key_composed,season_id,player_id,player_name,team_id,team_abbreviation,position,age,GP,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,divisor_pie,pie
1385_2023_CLE,2023,1385,Ricky Rubio,1610612739,CLE,PG,32,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,5.249999999999999,0.0005783530707793995
1386_2023_DET,2023,1386,Killian Hayes,1610612765,DET,PG,21,76,56,28.3,4.0,10.7,0.377,1.1,3.8,0.28,3.0,7.0,0.429,0.426,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,8.600000000000001,0.00114300903774588
1387_2023_GSW,2023,1387,Jonathan Kuminga,1610612744,GSW,PF,20,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,7.5500000000000025,0.0007104210773935547
1388_2023_MIL,2023,1388,Pat Connaughton,1610612749,MIL,SF,30,61,33,23.7,2.7,6.9,0.392,1.8,5.3,0.339,0.9,1.6,0.566,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,7.700000000000001,0.000785033389407147
1389_2023_MIA,2023,1389,Tyler Herro,1610612748,MIA,SG,23,67,67,34.9,7.3,16.6,0.439,3.0,8.0,0.378,4.2,8.5,0.497,0.531,2.5,2.7,0.934,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.1,17.000000000000004,0.001608782057348349
1390_2023_SAS,2023,1390,Romeo Langford,1610612759,SAS,SG,23,43,21,19.6,2.8,6.0,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,4.8999999999999995,0.0005875299760191846
1391_2023_NOP,2023,1391,Dyson Daniels,1610612740,NOP,PG,19,59,11,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1.0,2.1,0.492,0.483,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1.0,1.7,3.8,4.8,0.0005351468866714978
1392_2023_DAL,2023,1392,JaVale McGee,1610612742,DAL,C,35,42,7,8.5,1.9,3.0,0.64,0.0,0.1,0.4,1.9,2.9,0.65,0.648,0.6,1.0,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,3.5499999999999994,0.0004320311549227211
1393_2023_IND,2023,1393,Goga Bitadze,1610612754,IND,C,23,38,1,12.0,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2.0,3.6,1.0,0.4,0.7,0.6,1.7,4.4,4.65,0.0005326155432105837
1394_2023_NYK,2023,1394,Obi Toppin,1610612752,NYK,PF,24,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1.0,0.3,0.2,0.6,1.0,7.4,6.199999999999999,0.0006477901995611743
1395_2023_ORL,2023,1395,Franz Wagner,1610612753,ORL,SF,21,80,80,32.6,6.8,14.0,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4.0,0.842,0.9,3.2,4.1,3.5,1.0,0.2,2.1,2.3,18.6,14.65,0.0017573322137587717
1396_2023_WAS,2023,1396,Kendrick Nunn,1610612764,WAS,SG,27,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,4.6499999999999995,0.0005246234557454729
1397_2023_DET,2023,1397,Hamidou Diallo,1610612765,DET,SF,24,56,0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1.0,2.4,3.5,1.0,0.9,0.3,1.3,2.2,9.3,6.850000000000002,0.0009104199893673581
1398_2023_DET,2023,1398,Cory Joseph,1610612765,DET,PG,31,62,2,19.8,2.4,5.7,0.427,1.1,2.9,0.389,1.3,2.8,0.468,0.527,0.9,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9,6.600000000000001,0.0008771929824561406
1399_2023_NOP,2023,1399,Garrett Temple,1610612740,NOP,SG,36,25,0,6.5,0.7,1.8,0.4,0.4,1.0,0.423,0.3,0.8,0.368,0.522,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.0,1.55,0.00017280784882100453
1400_2023_PHO,2023,1400,Torrey Craig,1610612756,PHX,PF,32,79,60,24.7,2.9,6.3,0.456,1.3,3.2,0.395,1.6,3.1,0.518,0.556,0.4,0.6,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,2.3,7.4,7.6,0.0007740884090446119
1401_2023_SAS,2023,1401,Jeremy Sochan,1610612759,SAS,PF,19,56,53,26.0,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,8.649999999999999,0.0010371702637889686
1402_2023_UTA,2023,1402,Nickeil Alexander-Walker,1610612762,UTA,SG,24,59,3,15.0,2.2,5.0,0.444,1.0,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,4.85,0.0005527065527065526
1403_2023_PHI,2023,1403,Furkan Korkmaz,1610612755,PHI,SG,25,37,0,9.5,1.3,3.0,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1.0,0.722,0.2,1.0,1.1,0.6,0.3,0.1,0.6,0.5,3.8,2.7499999999999996,0.00027338701660204785
1404_2023_WAS,2023,1404,Deni Avdija,1610612764,WAS,SF,22,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1.0,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,9.700000000000001,0.0010943758109099116
1405_2023_SAC,2023,1405,Davion Mitchell,1610612758,SAC,PG,24,80,9,18.1,2.3,5.0,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,4.799999999999998,0.00047334944036290106
1406_2023_WAS,2023,1406,Johnny Davis,1610612764,WAS,SG,20,28,5,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.436,0.5,1.0,0.519,0.4,2.0,2.3,1.0,0.4,0.3,0.6,1.7,5.8,3.0500000000000003,0.00034410785806961137
1407_2023_GSW,2023,1407,Ty Jerome,1610612744,GSW,SG,25,45,2,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,7.1499999999999995,0.000672782874617737
1408_2023_IND,2023,1408,Jalen Smith,1610612754,IND,C,22,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,8.200000000000001,0.0009392360116831798
1409_2023_MEM,2023,1409,Ziaire Williams,1610612763,MEM,SF,21,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.492,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7,3.3000000000000007,0.00034041675263049315
1410_2023_OKC,2023,1410,Ousmane Dieng,1610612760,OKC,PF,19,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,4.3500000000000005,0.000480291487247433
1411_2023_DEN,2023,1411,Jeff Green,1610612743,DEN,PF,36,56,4,19.5,2.9,5.9,0.488,0.5,1.9,0.288,2.3,4.0,0.58,0.534,1.6,2.1,0.744,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,5.6,0.00047665659445886706
1412_2023_GSW,2023,1412,Donte DiVincenzo,1610612744,GSW,SG,26,72,36,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.574,0.8,1.0,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,10.400000000000002,0.000978593272171254
1413_2023_SAS,2023,1413,Devin Vassell,1610612759,SAS,SG,22,38,32,31.0,6.9,15.7,0.439,2.7,7.0,0.387,4.2,8.7,0.48,0.525,2.1,2.6,0.78,0.2,3.7,3.9,3.6,1.1,0.4,1.5,1.5,18.5,14.900000000000002,0.001786570743405276
1414_2023_POR,2023,1414,Matisse Thybulle,1610612757,POR,SF-SG,25,71,28,16.9,1.5,3.6,0.435,0.8,2.1,0.365,0.8,1.5,0.533,0.542,0.3,0.4,0.679,0.6,1.4,2.0,0.7,1.2,0.5,0.3,1.6,4.1,3.8499999999999988,0.0004562692581180373
1415_2023_UTA,2023,1415,Jarred Vanderbilt,1610612762,UTA,PF,23,78,65,24.1,3.2,5.8,0.548,0.4,1.2,0.322,2.8,4.6,0.604,0.58,1.2,1.8,0.691,2.2,5.3,7.5,2.4,1.1,0.3,1.2,2.4,7.9,11.15,0.0012706552706552706
1416_2023_CHO,2023,1416,James Bouknight,1610612766,CHA,SG,22,34,0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,2.9499999999999993,0.0003593616762090388
1417_2023_MEM,2023,1417,Brandon Clarke,1610612763,MEM,PF,26,56,8,19.5,4.1,6.2,0.656,0.0,0.1,0.167,4.1,6.1,0.665,0.658,1.8,2.4,0.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,10.95,0.0011295646791829998
1418_2023_OKC,2023,1418,Jalen Williams,1610612760,OKC,SG,21,75,62,30.3,5.5,10.6,0.521,1.0,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,13.400000000000004,0.0014795186043943915
1419_2023_BOS,2023,1419,Grant Williams,1610612738,BOS,PF,24,79,23,25.9,2.7,6.0,0.454,1.5,3.7,0.395,1.3,2.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,7.549999999999999,0.0006462934429036123
1420_2023_PHO,2023,1420,Darius Bazley,1610612756,PHX,C,22,43,1,14.3,1.9,4.3,0.454,0.5,1.2,0.377,1.5,3.0,0.485,0.508,0.9,1.6,0.543,0.8,2.4,3.2,0.9,0.5,0.8,0.6,1.0,5.2,5.100000000000001,0.0005194540639641476
1421_2023_IND,2023,1421,Tyrese Haliburton,1610612754,IND,PG,22,56,56,33.6,7.4,15.0,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,24.500000000000007,0.0028062539373460865
1422_2023_POR,2023,1422,Nassir Little,1610612757,POR,SF,22,54,4,18.1,2.5,5.6,0.442,1.1,2.9,0.367,1.4,2.7,0.524,0.538,0.6,0.9,0.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,5.15,0.0006103342024176345
1423_2023_DET,2023,1423,Jalen Duren,1610612765,DET,C,19,67,31,24.9,3.9,5.9,0.648,0.0,0.0,0.0,3.9,5.9,0.652,0.648,1.4,2.3,0.611,3.4,5.5,8.9,1.1,0.7,0.9,1.4,2.7,9.1,11.549999999999995,0.001535087719298245
1424_2023_SAS,2023,1424,Gorgui Dieng,1610612759,SAS,C,33,31,1,11.5,1.5,3.8,0.385,0.7,2.4,0.28,0.8,1.4,0.571,0.474,0.3,0.4,0.769,0.9,2.6,3.5,1.7,0.1,0.5,1.0,1.8,3.9,3.8000000000000007,0.0004556354916067147
1425_2023_POR,2023,1425,Justise Winslow,1610612757,POR,PF,26,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,6.649999999999999,0.0007881014458402464
1426_2023_CLE,2023,1426,Dylan Windler,1610612739,CLE,SF,26,3,0,3.3,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,0.704,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,1.7,0.00018727623244285321
1427_2023_SAS,2023,1427,Stanley Johnson,1610612759,SAS,SF,26,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,6.35,0.0007613908872901678
1428_2023_IND,2023,1428,George Hill,1610612754,IND,PG-SG,36,46,1,18.1,1.7,3.6,0.47,0.7,2.1,0.358,1.0,1.5,0.62,0.572,0.9,1.2,0.764,0.3,1.5,1.8,2.4,0.6,0.1,0.7,1.2,5.0,5.599999999999999,0.0006414294713933908
1429_2023_SAC,2023,1429,Terence Davis,1610612758,SAC,SG,25,64,5,13.1,2.4,5.7,0.423,1.4,3.8,0.366,1.0,1.9,0.537,0.545,0.5,0.7,0.791,0.3,1.9,2.2,1.0,0.7,0.2,0.8,1.6,6.7,4.6499999999999995,0.00045855727035156054
1430_2023_IND,2023,1430,Chris Duarte,1610612754,IND,SF,25,46,12,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,5.100000000000001,0.0005841589828761241
1431_2023_SAC,2023,1431,Alex Len,1610612758,SAC,C,29,26,2,6.2,0.6,1.2,0.533,0.0,0.1,0.0,0.6,1.1,0.571,0.533,0.4,0.6,0.688,0.9,1.4,2.3,0.5,0.2,0.4,0.6,1.1,1.7,1.9500000000000002,0.00019229821014742865
1432_2023_UTA,2023,1432,Ochai Agbaji,1610612762,UTA,SG,22,59,22,20.5,2.8,6.5,0.427,1.4,3.9,0.355,1.4,2.7,0.532,0.532,0.9,1.2,0.812,0.7,1.3,2.1,1.1,0.3,0.3,0.7,1.7,7.9,4.699999999999998,0.0005356125356125354
1433_2023_GSW,2023,1433,Jordan Poole,1610612744,GSW,PG,23,82,43,30.0,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,13.149999999999997,0.0012373559162549986
1434_2023_SAS,2023,1434,Keldon Johnson,1610612759,SAS,SF,23,63,63,32.7,8.0,17.7,0.452,2.1,6.5,0.329,5.9,11.2,0.523,0.512,3.9,5.2,0.749,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,15.249999999999998,0.0018285371702637888
1435_2023_IND,2023,1435,James Johnson,1610612754,IND,PF,35,18,1,9.0,1.2,2.7,0.449,0.2,0.8,0.2,1.1,1.9,0.559,0.48,0.2,0.4,0.5,0.2,1.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,1.7500000000000004,0.00020044670981043472
1436_2023_IND,2023,1436,Aaron Nesmith,1610612754,IND,SF,23,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,6.650000000000001,0.0007616974972796519
1437_2023_GSW,2023,1437,Moses Moody,1610612744,GSW,SG,20,63,3,13.0,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,3.8499999999999988,0.0003622677017172429
1438_2023_CHO,2023,1438,Mark Williams,1610612766,CHA,C,21,43,17,19.3,3.7,5.8,0.637,0.0,0.0,0.0,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,10.700000000000001,0.0013034474357412598
1439_2023_ORL,2023,1439,Cole Anthony,1610612753,ORL,PG,22,60,4,25.9,4.6,10.2,0.454,1.3,3.4,0.364,3.4,6.7,0.5,0.516,2.5,2.8,0.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,12.150000000000004,0.0014574461704552275
1440_2023_WAS,2023,1440,Corey Kispert,1610612764,WAS,SF,23,74,45,28.3,3.9,7.9,0.497,2.2,5.2,0.424,1.7,2.7,0.637,0.637,1.0,1.2,0.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,9.149999999999999,0.0010323235742088338
1441_2023_ATL,2023,1441,AJ Griffin,1610612737,ATL,SF,19,72,12,19.5,3.4,7.4,0.465,1.4,3.6,0.39,2.0,3.8,0.536,0.56,0.6,0.7,0.894,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,6.55,0.0006629890176628371
1442_2023_OKC,2023,1442,Mike Muscala,1610612760,OKC,C,31,63,9,15.0,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.587,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,5.5,0.0006072650988185933
1443_2023_PHI,2023,1443,Georges Niang,1610612755,PHI,PF,29,78,1,19.4,2.8,6.4,0.442,2.0,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,5.599999999999999,0.000556715379262352
1444_2023_DET,2023,1444,Isaiah Stewart,1610612765,DET,C,21,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,10.600000000000003,0.0014088250930356198
1445_2023_ORL,2023,1445,Chuma Okeke,1610612753,ORL,SF,24,27,8,19.2,1.6,4.5,0.352,1.0,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1.0,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,4.9,0.0005877766448749475
1446_2023_LAC,2023,1446,Amir Coffey,1610612746,LAC,SF,25,50,9,12.5,1.1,2.9,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1.0,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1.0,3.4,2.0,0.00021848372296263927
1447_2023_HOU,2023,1447,Tari Eason,1610612745,HOU,PF,21,82,5,21.5,3.6,8.0,0.448,0.7,2.1,0.343,2.9,6.0,0.486,0.493,1.3,1.8,0.752,2.4,3.7,6.0,1.1,1.2,0.6,1.2,2.3,9.3,8.400000000000002,0.0010651112660876184
1448_2023_OKC,2023,1448,Aleksej Pokusevski,1610612760,OKC,PF,21,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1.0,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,7.800000000000002,0.0008612123219609144
1449_2023_UTA,2023,1449,Simone Fontecchio,1610612762,UTA,SF,27,52,6,14.7,2.2,6.0,0.369,1.2,3.7,0.33,1.0,2.3,0.43,0.47,0.7,0.8,0.795,0.6,1.1,1.7,0.8,0.3,0.2,0.8,1.2,6.3,2.999999999999999,0.00034188034188034177
1450_2023_CHI,2023,1450,Andre Drummond,1610612741,CHI,C,29,67,0,12.7,2.5,4.1,0.606,0.0,0.0,0.0,2.5,4.0,0.613,0.606,1.0,1.9,0.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6.0,7.75,0.0008518823852706787
1451_2023_CHI,2023,1451,Dalen Terry,1610612741,CHI,SG,20,38,0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,1.8999999999999997,0.00020884858477603733
1452_2023_LAL,2023,1452,Sterling Brown,1610612747,LAL,SF,27,4,0,6.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.786,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,1.0,9.09545681931875e-05
1453_2023_DAL,2023,1453,Josh Green,1610612742,DAL,SG,22,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3.0,1.7,0.7,0.1,1.2,2.6,9.1,6.799999999999998,0.0008275526347815502
1454_2023_MEM,2023,1454,Jake LaRavia,1610612763,MEM,PF,21,35,0,11.8,1.1,2.7,0.389,0.7,2.0,0.338,0.4,0.7,0.542,0.516,0.2,0.3,0.778,0.5,1.3,1.8,0.6,0.3,0.1,0.5,1.4,3.0,1.8999999999999995,0.000195997524241799
1455_2023_OKC,2023,1455,Tre Mann,1610612760,OKC,PG,21,67,5,17.7,2.9,7.5,0.393,1.2,3.8,0.315,1.7,3.6,0.475,0.474,0.6,0.8,0.764,0.4,1.9,2.3,1.8,0.6,0.2,0.9,1.5,7.7,5.099999999999998,0.0005631003643590591
1456_2023_POR,2023,1456,Kevin Knox,1610612757,POR,SF-PF,23,63,5,15.1,2.4,5.3,0.458,1.0,3.0,0.349,1.4,2.3,0.596,0.556,0.7,1.0,0.767,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,4.6499999999999995,0.0005510784546100972
1457_2023_ATL,2023,1457,Saddiq Bey,1610612737,ATL,SF,23,77,37,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,11.149999999999999,0.0011285996254871197
1458_2023_SAS,2023,1458,Malaki Branham,1610612759,SAS,SG,19,66,32,23.5,4.1,9.3,0.44,1.2,3.9,0.302,2.9,5.4,0.539,0.503,0.9,1.1,0.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,6.8500000000000005,0.0008213429256594724
1459_2023_TOR,2023,1459,Joe Wieskamp,1610612761,TOR,SF,23,9,0,5.6,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.2,0.0,0.321,0.0,0.0,0.714,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0,-2.7755575615628914e-17,-3.2335965067430436e-21
1460_2023_CHO,2023,1460,Kai Jones,1610612766,CHA,C,22,46,0,12.0,1.5,2.6,0.558,0.1,0.4,0.211,1.4,2.2,0.624,0.575,0.4,0.6,0.731,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,3.3500000000000005,0.0004080886831526374
1461_2023_BOS,2023,1461,Blake Griffin,1610612738,BOS,C,33,41,16,13.9,1.5,3.2,0.485,0.6,1.6,0.348,1.0,1.6,0.625,0.573,0.5,0.8,0.656,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,4.849999999999999,0.0004151686355076185
1462_2023_CLE,2023,1462,Robin Lopez,1610612739,CLE,C,34,37,2,8.1,1.3,2.0,0.64,0.1,0.1,0.5,1.2,1.9,0.648,0.653,0.4,0.5,0.778,0.6,0.8,1.4,0.5,0.1,0.2,0.7,1.2,3.0,2.0999999999999996,0.0002313412283117598
1463_2023_DAL,2023,1463,Markieff Morris,1610612742,DAL,PF,33,35,2,10.1,1.3,3.3,0.409,0.8,2.0,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1.0,0.4,1.7,2.0,0.9,0.3,0.1,0.5,1.4,3.8,3.0499999999999994,0.00037118169648290124
1464_2023_GSW,2023,1464,Andre Iguodala,1610612744,GSW,PF,39,8,0,14.1,0.9,1.9,0.467,0.1,1.1,0.111,0.8,0.8,1.0,0.5,0.3,0.4,0.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1,3.600000000000001,0.0003387438249823572
1465_2023_MIL,2023,1465,Serge Ibaka,1610612749,MIL,C,33,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,2.749999999999999,0.0002803690676454095
1466_2023_MIA,2023,1466,Udonis Haslem,1610612748,MIA,C,42,7,1,10.1,1.4,4.1,0.345,0.4,1.3,0.333,1.0,2.9,0.35,0.397,0.6,0.7,0.8,0.6,1.0,1.6,0.0,0.1,0.3,0.1,1.6,3.9,0.9499999999999994,8.990252673417237e-05
1467_2023_MIL,2023,1467,Wesley Matthews,1610612749,MIL,SF,36,52,0,15.8,1.1,3.1,0.363,0.8,2.4,0.315,0.4,0.7,0.528,0.484,0.5,0.5,0.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,2.800000000000001,0.0002854666870571444
1468_2023_MIN,2023,1468,Austin Rivers,1610612750,MIN,SG,30,52,10,19.5,1.8,4.0,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,4.099999999999999,0.0004365882227664784
1469_2023_PHO,2023,1469,Bismack Biyombo,1610612756,PHX,C,30,61,14,14.3,2.0,3.4,0.578,0.0,0.0,0.0,2.0,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,4.95,0.0005041760032593196
1470_2023_WAS,2023,1470,Taj Gibson,1610612764,WAS,C,37,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.552,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4,2.249999999999999,0.0002538500592316804
1471_2023_TOR,2023,1471,Precious Achiuwa,1610612761,TOR,C,23,55,12,20.7,3.6,7.3,0.485,0.5,2.0,0.269,3.0,5.4,0.564,0.521,1.6,2.3,0.702,1.8,4.1,6.0,0.9,0.6,0.5,1.1,1.9,9.2,8.549999999999999,0.0009960971631618803
1472_2023_DEN,2023,1472,Christian Braun,1610612743,DEN,SG,21,76,6,15.5,1.9,3.8,0.495,0.4,1.3,0.354,1.4,2.5,0.565,0.554,0.5,0.8,0.625,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,4.199999999999999,0.0003574924458441503
1473_2023_IND,2023,1473,Jordan Nwora,1610612754,IND,SF,24,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,7.200000000000001,0.0008246950346486457
1474_2023_ATL,2023,1474,Jalen Johnson,1610612737,ATL,SF,21,70,6,14.9,2.3,4.6,0.491,0.4,1.5,0.288,1.8,3.1,0.587,0.537,0.7,1.1,0.628,0.7,3.3,4.0,1.2,0.5,0.5,0.6,1.6,5.6,6.300000000000001,0.000637684093324561
1475_2023_PHI,2023,1475,Tyrese Maxey,1610612755,PHI,SG,22,60,41,33.6,7.3,15.2,0.481,2.7,6.2,0.434,4.7,9.1,0.513,0.568,3.0,3.6,0.845,0.4,2.6,2.9,3.5,0.8,0.1,1.3,2.2,20.3,15.450000000000003,0.0015359379660005968
